,attack
11425,0
11426,1
11427,0
11428,0
11429,1
11430,1
11431,0
11432,0
11433,0
11434,0
11435,1
11436,0
11437,1
11438,0
11439,0
11440,0
11441,1
11442,0
11443,0
11444,0
11445,0
11446,0
11447,0
11448,0
11449,1
11450,0
11451,0
11452,1
11453,0
11454,0
11455,0
11456,0
11457,0
11458,1
11459,0
11460,0
11461,1
11462,0
11463,1
11464,0
11465,0
11466,1
11467,0
11468,1
11469,1
11470,1
11471,0
11472,1
11473,0
11474,0
11475,0
11476,1
11477,0
11478,0
11479,0
11480,1
11481,0
11482,1
11483,0
11484,1
11485,0
11486,1
11487,0
11488,1
11489,0
11490,0
11491,0
11492,1
11493,0
11494,0
11495,1
11496,0
11497,1
11498,1
11499,1
11500,1
11501,0
11502,0
11503,0
11504,0
11505,0
11506,0
11507,0
11508,1
11509,0
11510,0
11511,1
11512,1
11513,1
11514,0
11515,0
11516,0
11517,1
11518,1
11519,1
11520,0
11521,1
11522,1
11523,0
11524,1
11525,1
11526,0
11527,0
11528,0
11529,0
11530,1
11531,1
11532,1
11533,0
11534,0
11535,0
11536,0
11537,1
11538,0
11539,0
11540,0
11541,0
11542,1
11543,1
11544,0
11545,1
11546,0
11547,0
11548,0
11549,0
11550,0
11551,1
11552,0
11553,0
11554,0
11555,0
11556,1
11557,0
11558,0
11559,0
11560,0
11561,1
11562,0
11563,0
11564,0
11565,1
11566,0
11567,1
11568,1
11569,0
11570,0
11571,1
11572,1
11573,1
11574,1
11575,1
11576,1
11577,1
11578,0
11579,1
11580,0
11581,0
11582,0
11583,0
11584,0
11585,1
11586,0
11587,0
11588,0
11589,1
11590,0
11591,0
11592,1
11593,1
11594,0
11595,0
11596,1
11597,1
11598,0
11599,1
11600,0
11601,1
11602,1
11603,1
11604,1
11605,0
11606,0
11607,1
11608,0
11609,0
11610,0
11611,0
11612,0
11613,1
11614,0
11615,0
11616,0
11617,0
11618,0
11619,0
11620,1
11621,1
11622,1
11623,1
11624,0
11625,0
11626,1
11627,0
11628,1
11629,0
11630,0
11631,0
11632,1
11633,0
11634,1
11635,0
11636,0
11637,0
11638,0
11639,0
11640,0
11641,0
11642,0
11643,0
11644,0
11645,0
11646,0
11647,1
11648,0
11649,0
11650,0
11651,0
11652,0
11653,0
11654,0
11655,0
11656,1
11657,0
11658,0
11659,0
11660,1
11661,0
11662,0
11663,0
11664,1
11665,0
11666,0
11667,1
11668,0
11669,0
11670,0
11671,0
11672,0
11673,0
11674,1
11675,0
11676,0
11677,0
11678,0
11679,0
11680,0
11681,0
11682,0
11683,0
11684,0
11685,0
11686,1
11687,0
11688,0
11689,1
11690,0
11691,0
11692,1
11693,0
11694,1
11695,0
11696,1
11697,0
11698,1
11699,1
11700,1
11701,0
11702,1
11703,0
11704,1
11705,1
11706,0
11707,0
11708,0
11709,0
11710,0
11711,0
11712,0
11713,0
11714,0
11715,0
11716,1
11717,0
11718,1
11719,1
11720,1
11721,1
11722,1
11723,1
11724,0
11725,1
11726,0
11727,0
11728,1
11729,1
11730,1
11731,0
11732,1
11733,0
11734,0
11735,0
11736,1
11737,0
11738,1
11739,1
11740,0
11741,0
11742,0
11743,0
11744,0
11745,0
11746,1
11747,1
11748,1
11749,1
11750,1
11751,0
11752,1
11753,0
11754,0
11755,0
11756,0
11757,0
11758,0
11759,0
11760,0
11761,1
11762,0
11763,0
11764,1
11765,1
11766,0
11767,0
11768,0
11769,0
11770,1
11771,1
11772,1
11773,1
11774,1
11775,1
11776,0
11777,0
11778,0
11779,0
11780,0
11781,0
11782,0
11783,1
11784,0
11785,0
11786,0
11787,1
11788,1
11789,1
11790,1
11791,0
11792,0
11793,1
11794,1
11795,1
11796,0
11797,0
11798,0
11799,1
11800,0
11801,0
11802,1
11803,0
11804,0
11805,1
11806,1
11807,0
11808,0
11809,0
11810,0
11811,1
11812,0
11813,1
11814,0
11815,0
11816,0
11817,0
11818,0
11819,1
11820,1
11821,1
11822,1
11823,1
11824,0
11825,1
11826,1
11827,0
11828,0
11829,0
11830,1
11831,0
11832,1
11833,1
11834,0
11835,1
11836,0
11837,0
11838,1
11839,0
11840,0
11841,1
11842,1
11843,1
11844,1
11845,1
11846,0
11847,1
11848,0
11849,0
11850,0
11851,0
11852,0
11853,1
11854,1
11855,1
11856,0
11857,1
11858,0
11859,1
11860,0
11861,1
11862,1
11863,0
11864,1
11865,0
11866,1
11867,0
11868,1
11869,0
11870,0
11871,0
11872,0
11873,1
11874,0
11875,1
11876,1
11877,1
11878,1
11879,0
11880,0
11881,1
11882,0
11883,0
11884,0
11885,1
11886,1
11887,1
11888,0
11889,0
11890,1
11891,0
11892,0
11893,0
11894,0
11895,0
11896,0
11897,0
11898,0
11899,1
11900,1
11901,0
11902,1
11903,0
11904,0
11905,1
11906,0
11907,0
11908,1
11909,1
11910,0
11911,0
11912,0
11913,0
11914,0
11915,0
11916,0
11917,0
11918,1
11919,1
11920,0
11921,1
11922,0
11923,0
11924,0
11925,0
11926,1
11927,0
11928,1
11929,0
11930,0
11931,1
11932,1
11933,0
11934,0
11935,1
11936,0
11937,1
11938,0
11939,1
11940,0
11941,1
11942,1
11943,0
11944,1
11945,1
11946,0
11947,0
11948,0
11949,1
11950,0
11951,0
11952,0
11953,0
11954,0
11955,1
11956,1
11957,1
11958,1
11959,1
11960,0
11961,0
11962,0
11963,1
11964,0
11965,1
11966,1
11967,0
11968,0
11969,0
11970,0
11971,1
11972,0
11973,1
11974,0
11975,0
11976,0
11977,1
11978,1
11979,0
11980,1
11981,0
11982,0
11983,0
11984,1
11985,0
11986,0
11987,1
11988,0
11989,1
11990,0
11991,0
11992,0
11993,0
11994,1
11995,0
11996,0
11997,0
11998,0
11999,0
12000,1
12001,1
12002,0
12003,0
12004,0
12005,0
12006,0
12007,0
12008,0
12009,0
12010,0
12011,0
12012,0
12013,0
12014,1
12015,0
12016,1
12017,0
12018,0
12019,0
12020,0
12021,0
12022,0
12023,0
12024,0
12025,1
12026,1
12027,1
12028,0
12029,0
12030,1
12031,0
12032,0
12033,0
12034,0
12035,1
12036,1
12037,0
12038,0
12039,1
12040,0
12041,1
12042,0
12043,1
12044,1
12045,0
12046,0
12047,0
12048,1
12049,0
12050,0
12051,1
12052,0
12053,0
12054,1
12055,1
12056,0
12057,0
12058,1
12059,0
12060,1
12061,1
12062,1
12063,0
12064,1
12065,0
12066,1
12067,0
12068,0
12069,0
12070,0
12071,0
12072,1
12073,0
12074,1
12075,0
12076,0
12077,0
12078,1
12079,0
12080,0
12081,1
12082,0
12083,0
12084,0
12085,0
12086,0
12087,0
12088,1
12089,0
12090,1
12091,1
12092,0
12093,0
12094,1
12095,0
12096,1
12097,1
12098,1
12099,0
12100,1
12101,0
12102,0
12103,1
12104,1
12105,0
12106,1
12107,0
12108,1
12109,0
12110,1
12111,1
12112,1
12113,1
12114,1
12115,1
12116,0
12117,1
12118,0
12119,0
12120,0
12121,1
12122,0
12123,0
12124,0
12125,1
12126,0
12127,1
12128,0
12129,1
12130,0
12131,1
12132,1
12133,1
12134,1
12135,1
12136,1
12137,1
12138,0
12139,1
12140,0
12141,1
12142,0
12143,1
12144,0
12145,0
12146,1
12147,0
12148,0
12149,0
12150,1
12151,0
12152,0
12153,0
12154,0
12155,1
12156,1
12157,1
12158,0
12159,1
12160,0
12161,1
12162,0
12163,0
12164,0
12165,0
12166,0
12167,0
12168,1
12169,1
12170,1
12171,1
12172,1
12173,1
12174,1
12175,0
12176,1
12177,0
12178,1
12179,0
12180,0
12181,0
12182,1
12183,0
12184,1
12185,1
12186,0
12187,0
12188,1
12189,1
12190,0
12191,1
12192,1
12193,0
12194,0
12195,1
12196,1
12197,1
12198,1
12199,0
12200,1
12201,1
12202,1
12203,0
12204,0
12205,0
12206,0
12207,0
12208,0
12209,0
12210,0
12211,0
12212,0
12213,0
12214,1
12215,0
12216,0
12217,0
12218,1
12219,0
12220,0
12221,0
12222,0
12223,0
12224,0
12225,0
12226,0
12227,0
12228,1
12229,0
12230,0
12231,1
12232,1
12233,1
12234,0
12235,1
12236,1
12237,1
12238,1
12239,0
12240,0
12241,0
12242,0
12243,0
12244,1
12245,1
12246,1
12247,0
12248,1
12249,0
12250,1
12251,1
12252,1
12253,1
12254,1
12255,0
12256,1
12257,1
12258,0
12259,1
12260,0
12261,1
12262,0
12263,0
12264,0
12265,0
12266,0
12267,1
12268,0
12269,0
12270,0
12271,0
12272,0
12273,0
12274,1
12275,0
12276,0
12277,0
12278,0
12279,1
12280,0
12281,0
12282,0
12283,1
12284,0
12285,0
12286,1
12287,1
12288,0
12289,0
12290,0
12291,1
12292,0
12293,1
12294,0
12295,0
12296,0
12297,0
12298,1
12299,0
12300,0
12301,0
12302,0
12303,0
12304,0
12305,1
12306,1
12307,0
12308,1
12309,1
12310,0
12311,1
12312,0
12313,0
12314,1
12315,1
12316,1
12317,1
12318,0
12319,0
12320,0
12321,0
12322,0
12323,0
12324,0
12325,0
12326,1
12327,0
12328,0
12329,1
12330,0
12331,0
12332,1
12333,0
12334,0
12335,0
12336,1
12337,0
12338,0
12339,0
12340,1
12341,0
12342,1
12343,0
12344,1
12345,1
12346,1
12347,0
12348,1
12349,1
12350,0
12351,0
12352,0
12353,0
12354,0
12355,0
12356,1
12357,0
12358,0
12359,1
12360,0
12361,0
12362,0
12363,1
12364,0
12365,0
12366,1
12367,0
12368,1
12369,1
12370,0
12371,1
12372,0
12373,1
12374,0
12375,0
12376,0
12377,1
12378,0
12379,0
12380,0
12381,0
12382,0
12383,0
12384,0
12385,0
12386,1
12387,1
12388,0
12389,0
12390,0
12391,0
12392,1
12393,0
12394,0
12395,0
12396,1
12397,1
12398,0
12399,1
12400,0
12401,0
12402,1
12403,0
12404,0
12405,1
12406,0
12407,0
12408,1
12409,0
12410,0
12411,1
12412,1
12413,0
12414,0
12415,0
12416,0
12417,0
12418,0
12419,0
12420,1
12421,0
12422,1
12423,1
12424,1
12425,0
12426,1
12427,0
12428,1
12429,0
12430,0
12431,0
12432,0
12433,1
12434,0
12435,0
12436,0
12437,1
12438,0
12439,0
12440,1
12441,0
12442,0
12443,0
12444,0
12445,1
12446,0
12447,0
12448,0
12449,0
12450,1
12451,0
12452,0
12453,0
12454,0
12455,0
12456,0
12457,1
12458,0
12459,0
12460,0
12461,0
12462,0
12463,0
12464,1
12465,1
12466,0
12467,1
12468,1
12469,0
12470,0
12471,0
12472,1
12473,1
12474,1
12475,0
12476,0
12477,0
12478,1
12479,1
12480,1
12481,1
12482,0
12483,1
12484,1
12485,1
12486,1
12487,1
12488,0
12489,0
12490,1
12491,1
12492,0
12493,0
12494,1
12495,0
12496,1
12497,0
12498,1
12499,0
12500,0
12501,0
12502,0
12503,1
12504,1
12505,1
12506,1
12507,0
12508,0
12509,0
12510,1
12511,0
12512,0
12513,0
12514,0
12515,0
12516,0
12517,0
12518,1
12519,1
12520,1
12521,0
12522,0
12523,1
12524,1
12525,0
12526,0
12527,0
12528,0
12529,1
12530,0
12531,0
12532,0
12533,1
12534,0
12535,1
12536,0
12537,0
12538,0
12539,1
12540,0
12541,1
12542,1
12543,0
12544,0
12545,0
12546,0
12547,1
12548,0
12549,0
12550,0
12551,0
12552,1
12553,0
12554,1
12555,0
12556,1
12557,0
12558,0
12559,0
12560,0
12561,1
12562,1
12563,0
12564,0
12565,0
12566,1
12567,0
12568,0
12569,1
12570,0
12571,0
12572,0
12573,0
12574,0
12575,1
12576,1
12577,0
12578,0
12579,1
12580,0
12581,1
12582,0
12583,1
12584,1
12585,0
12586,1
12587,1
12588,0
12589,0
12590,0
12591,0
12592,0
12593,1
12594,1
12595,0
12596,1
12597,1
12598,0
12599,0
12600,0
12601,1
12602,0
12603,1
12604,0
12605,1
12606,0
12607,1
12608,0
12609,0
12610,1
12611,0
12612,0
12613,1
12614,0
12615,0
12616,0
12617,1
12618,0
12619,1
12620,0
12621,0
12622,1
12623,1
12624,1
12625,0
12626,1
12627,1
12628,1
12629,1
12630,0
12631,0
12632,1
12633,1
12634,1
12635,0
12636,0
12637,1
12638,0
12639,0
12640,0
12641,1
12642,0
12643,0
12644,1
12645,0
12646,1
12647,0
12648,0
12649,0
12650,1
12651,0
12652,0
12653,1
12654,1
12655,0
12656,0
12657,1
12658,0
12659,0
12660,1
12661,1
12662,1
12663,0
12664,1
12665,0
12666,0
12667,0
12668,0
12669,0
12670,0
12671,1
12672,0
12673,0
12674,0
12675,1
12676,0
12677,0
12678,0
12679,0
12680,0
12681,0
12682,1
12683,1
12684,0
12685,0
12686,0
12687,0
12688,0
12689,1
12690,0
12691,0
12692,1
12693,0
12694,0
12695,1
12696,0
12697,1
12698,0
12699,0
12700,0
12701,0
12702,0
12703,0
12704,0
12705,1
12706,0
12707,1
12708,1
12709,0
12710,1
12711,0
12712,1
12713,0
12714,1
12715,1
12716,0
12717,0
12718,0
12719,1
12720,0
12721,1
12722,1
12723,0
12724,1
12725,0
12726,1
12727,0
12728,0
12729,0
12730,0
12731,0
12732,0
12733,0
12734,0
12735,1
12736,0
12737,1
12738,0
12739,0
12740,1
12741,0
12742,1
12743,1
12744,0
12745,0
12746,0
12747,0
12748,0
12749,0
12750,1
12751,0
12752,1
12753,0
12754,0
12755,0
12756,1
12757,0
12758,1
12759,1
12760,0
12761,0
12762,1
12763,1
12764,1
12765,1
12766,1
12767,0
12768,0
12769,0
12770,0
12771,0
12772,0
12773,0
12774,1
12775,1
12776,1
12777,0
12778,0
12779,0
12780,0
12781,0
12782,1
12783,0
12784,0
12785,0
12786,0
12787,0
12788,0
12789,0
12790,1
12791,0
12792,1
12793,0
12794,1
12795,0
12796,1
12797,0
12798,0
12799,0
12800,0
12801,1
12802,1
12803,1
12804,0
12805,0
12806,0
12807,0
12808,0
12809,0
12810,1
12811,1
12812,1
12813,1
12814,0
12815,1
12816,1
12817,0
12818,0
12819,0
12820,0
12821,0
12822,1
12823,0
12824,0
12825,0
12826,0
12827,1
12828,0
12829,0
12830,1
12831,1
12832,1
12833,0
12834,1
12835,0
12836,1
12837,0
12838,1
12839,0
12840,0
12841,1
12842,1
12843,0
12844,0
12845,0
12846,0
12847,0
12848,0
12849,0
12850,1
12851,1
12852,1
12853,0
12854,0
12855,0
12856,1
12857,0
12858,0
12859,1
12860,0
12861,1
12862,0
12863,1
12864,1
12865,1
12866,0
12867,1
12868,0
12869,1
12870,0
12871,0
12872,1
12873,1
12874,0
12875,0
12876,1
12877,0
12878,0
12879,0
12880,0
12881,0
12882,1
12883,0
12884,0
12885,0
12886,0
12887,0
12888,0
12889,0
12890,1
12891,0
12892,0
12893,0
12894,0
12895,0
12896,0
12897,0
12898,1
12899,1
12900,0
12901,0
12902,0
12903,0
12904,1
12905,0
12906,1
12907,0
12908,1
12909,1
12910,0
12911,0
12912,0
12913,1
12914,0
12915,0
12916,0
12917,0
12918,0
12919,1
12920,0
12921,1
12922,0
12923,1
12924,0
12925,1
12926,1
12927,1
12928,0
12929,1
12930,1
12931,1
12932,1
12933,0
12934,0
12935,0
12936,1
12937,1
12938,0
12939,0
12940,0
12941,1
12942,1
12943,0
12944,1
12945,0
12946,1
12947,1
12948,1
12949,0
12950,0
12951,1
12952,0
12953,0
12954,1
12955,0
12956,0
12957,1
12958,0
12959,0
12960,1
12961,1
12962,1
12963,1
12964,0
12965,0
12966,0
12967,1
12968,0
12969,0
12970,0
12971,0
12972,0
12973,1
12974,1
12975,0
12976,0
12977,1
12978,1
12979,0
12980,0
12981,1
12982,1
12983,1
12984,1
12985,0
12986,0
12987,1
12988,1
12989,0
12990,1
12991,0
12992,1
12993,0
12994,1
12995,0
12996,1
12997,1
12998,0
12999,1
13000,1
13001,0
13002,0
13003,0
13004,0
13005,0
13006,0
13007,1
13008,0
13009,1
13010,1
13011,1
13012,1
13013,0
13014,1
13015,0
13016,1
13017,0
13018,1
13019,0
13020,0
13021,0
13022,0
13023,0
13024,1
13025,1
13026,0
13027,0
13028,1
13029,1
13030,0
13031,0
13032,0
13033,0
13034,1
13035,1
13036,0
13037,0
13038,0
13039,1
13040,1
13041,1
13042,0
13043,0
13044,0
13045,0
13046,1
13047,0
13048,0
13049,0
13050,0
13051,1
13052,1
13053,1
13054,0
13055,0
13056,0
13057,1
13058,0
13059,1
13060,0
13061,0
13062,0
13063,1
13064,0
13065,0
13066,1
13067,0
13068,1
13069,1
13070,1
13071,1
13072,0
13073,1
13074,0
13075,1
13076,0
13077,1
13078,0
13079,0
13080,1
13081,1
13082,0
13083,1
13084,0
13085,0
13086,0
13087,0
13088,1
13089,0
13090,0
13091,0
13092,1
13093,0
13094,0
13095,1
13096,0
13097,1
13098,1
13099,0
13100,0
13101,0
13102,0
13103,0
13104,0
13105,0
13106,1
13107,0
13108,0
13109,0
13110,1
13111,1
13112,1
13113,0
13114,0
13115,1
13116,0
13117,1
13118,1
13119,1
13120,0
13121,1
13122,1
13123,0
13124,1
13125,0
13126,1
13127,1
13128,1
13129,1
13130,0
13131,1
13132,0
13133,0
13134,1
13135,0
13136,0
13137,1
13138,1
13139,1
13140,0
13141,0
13142,0
13143,0
13144,1
13145,1
13146,1
13147,1
13148,1
13149,0
13150,1
13151,1
13152,1
13153,1
13154,1
13155,0
13156,1
13157,0
13158,0
13159,0
13160,0
13161,0
13162,0
13163,0
13164,0
13165,0
13166,1
13167,0
13168,0
13169,1
13170,0
13171,0
13172,0
13173,0
13174,0
13175,0
13176,0
13177,1
13178,0
13179,0
13180,0
13181,0
13182,1
13183,0
13184,1
13185,0
13186,1
13187,0
13188,1
13189,0
13190,0
13191,0
13192,0
13193,0
13194,0
13195,1
13196,0
13197,1
13198,0
13199,1
13200,0
13201,1
13202,0
13203,0
13204,0
13205,0
13206,1
13207,1
13208,0
13209,1
13210,1
13211,0
13212,1
13213,1
13214,0
13215,1
13216,1
13217,0
13218,1
13219,0
13220,0
13221,1
13222,1
13223,0
13224,1
13225,0
13226,0
13227,0
13228,1
13229,0
13230,0
13231,1
13232,0
13233,1
13234,1
13235,0
13236,0
13237,1
13238,0
13239,1
13240,1
13241,1
13242,1
13243,1
13244,0
13245,0
13246,1
13247,0
13248,0
13249,1
13250,1
13251,0
13252,1
13253,0
13254,0
13255,1
13256,0
13257,1
13258,0
13259,1
13260,0
13261,0
13262,1
13263,1
13264,0
13265,0
13266,1
13267,0
13268,0
13269,1
13270,0
13271,0
13272,0
13273,0
13274,1
13275,1
13276,0
13277,0
13278,0
13279,1
13280,1
13281,1
13282,0
13283,0
13284,1
13285,1
13286,0
13287,0
13288,1
13289,0
13290,1
13291,0
13292,0
13293,1
13294,0
13295,1
13296,0
13297,0
13298,0
13299,0
13300,0
13301,0
13302,0
13303,1
13304,1
13305,1
13306,0
13307,0
13308,1
13309,0
13310,0
13311,1
13312,0
13313,1
13314,1
13315,0
13316,0
13317,1
13318,0
13319,0
13320,0
13321,1
13322,0
13323,1
13324,0
13325,0
13326,0
13327,1
13328,1
13329,1
13330,0
13331,0
13332,0
13333,0
13334,0
13335,1
13336,1
13337,0
13338,0
13339,1
13340,0
13341,1
13342,0
13343,1
13344,1
13345,1
13346,0
13347,1
13348,1
13349,0
13350,0
13351,0
13352,1
13353,1
13354,0
13355,1
13356,0
13357,0
13358,0
13359,0
13360,1
13361,0
13362,1
13363,1
13364,0
13365,1
13366,0
13367,1
13368,1
13369,0
13370,1
13371,0
13372,0
13373,0
13374,1
13375,0
13376,1
13377,0
13378,1
13379,0
13380,0
13381,1
13382,0
13383,0
13384,0
13385,0
13386,0
13387,0
13388,0
13389,0
13390,1
13391,0
13392,0
13393,1
13394,1
13395,0
13396,1
13397,0
13398,0
13399,0
13400,0
13401,0
13402,0
13403,0
13404,0
13405,0
13406,0
13407,1
13408,0
13409,1
13410,0
13411,0
13412,0
13413,0
13414,0
13415,1
13416,0
13417,1
13418,0
13419,0
13420,0
13421,0
13422,0
13423,0
13424,1
13425,1
13426,0
13427,0
13428,0
13429,0
13430,0
13431,1
13432,0
13433,1
13434,0
13435,0
13436,0
13437,1
13438,1
13439,1
13440,0
13441,0
13442,1
13443,0
13444,0
13445,0
13446,0
13447,1
13448,1
13449,0
13450,0
13451,1
13452,0
13453,0
13454,0
13455,1
13456,0
13457,1
13458,0
13459,1
13460,1
13461,0
13462,0
13463,1
13464,0
13465,0
13466,1
13467,0
13468,0
13469,0
13470,1
13471,0
13472,1
13473,0
13474,0
13475,1
13476,0
13477,0
13478,0
13479,1
13480,0
13481,1
13482,0
13483,1
13484,1
13485,1
13486,0
13487,0
13488,0
13489,1
13490,0
13491,0
13492,0
13493,0
13494,1
13495,1
13496,1
13497,0
13498,0
13499,0
13500,1
13501,1
13502,1
13503,1
13504,0
13505,0
13506,0
13507,0
13508,0
13509,0
13510,0
13511,0
13512,1
13513,1
13514,0
13515,1
13516,1
13517,0
13518,0
13519,0
13520,1
13521,1
13522,0
13523,1
13524,0
13525,0
13526,0
13527,0
13528,0
13529,0
13530,1
13531,1
13532,1
13533,0
13534,1
13535,0
13536,0
13537,0
13538,0
13539,0
13540,0
13541,0
13542,1
13543,0
13544,0
13545,0
13546,0
13547,1
13548,0
13549,1
13550,0
13551,0
13552,1
13553,0
13554,0
13555,1
13556,0
13557,1
13558,0
13559,0
13560,0
13561,1
13562,1
13563,1
13564,1
13565,0
13566,0
13567,0
13568,1
13569,1
13570,1
13571,0
13572,0
13573,0
13574,0
13575,0
13576,0
13577,0
13578,1
13579,0
13580,0
13581,0
13582,1
13583,1
13584,0
13585,1
13586,1
13587,0
13588,1
13589,1
13590,0
13591,0
13592,0
13593,0
13594,1
13595,1
13596,0
13597,1
13598,1
13599,0
13600,0
13601,0
13602,1
13603,0
13604,0
13605,1
13606,1
13607,1
13608,1
13609,0
13610,1
13611,0
13612,0
13613,0
13614,1
13615,0
13616,1
13617,0
13618,1
13619,1
13620,0
13621,0
13622,1
13623,0
13624,1
13625,1
13626,0
13627,0
13628,0
13629,1
13630,1
13631,0
13632,0
13633,0
13634,0
13635,1
13636,0
13637,1
13638,0
13639,0
13640,0
13641,1
13642,0
13643,0
13644,0
13645,0
13646,1
13647,1
13648,1
13649,1
13650,0
13651,0
13652,1
13653,0
13654,0
13655,0
13656,1
13657,0
13658,1
13659,0
13660,0
13661,1
13662,1
13663,1
13664,1
13665,0
13666,1
13667,0
13668,1
13669,0
13670,0
13671,1
13672,0
13673,1
13674,0
13675,0
13676,1
13677,1
13678,0
13679,0
13680,1
13681,0
13682,0
13683,1
13684,0
13685,0
13686,0
13687,0
13688,1
13689,0
13690,0
13691,1
13692,0
13693,1
13694,1
13695,0
13696,0
13697,0
13698,0
13699,0
13700,0
13701,0
13702,1
13703,1
13704,0
13705,0
13706,0
13707,1
13708,0
13709,0
13710,1
13711,0
13712,1
13713,0
13714,0
13715,1
13716,0
13717,0
13718,1
13719,0
13720,0
13721,1
13722,0
13723,1
13724,0
13725,0
13726,0
13727,1
13728,0
13729,1
13730,1
13731,0
13732,0
13733,1
13734,1
13735,0
13736,1
13737,0
13738,0
13739,1
13740,1
13741,1
13742,1
13743,0
13744,0
13745,0
13746,0
13747,1
13748,1
13749,1
13750,0
13751,0
13752,1
13753,1
13754,0
13755,0
13756,1
13757,0
13758,0
13759,1
13760,0
13761,0
13762,1
13763,0
13764,1
13765,0
13766,0
13767,0
13768,0
13769,1
13770,0
13771,0
13772,0
13773,1
13774,0
13775,1
13776,0
13777,0
13778,0
13779,0
13780,1
13781,0
13782,0
13783,0
13784,1
13785,0
13786,0
13787,0
13788,1
13789,0
13790,0
13791,0
13792,0
13793,1
13794,0
13795,1
13796,0
13797,0
13798,0
13799,0
13800,0
13801,0
13802,0
13803,1
13804,0
13805,0
13806,0
13807,1
13808,0
13809,0
13810,1
13811,0
13812,0
13813,0
13814,0
13815,0
13816,0
13817,0
13818,1
13819,0
13820,1
13821,1
13822,0
13823,0
13824,0
13825,0
13826,1
13827,1
13828,0
13829,0
13830,0
13831,0
13832,0
13833,0
13834,1
13835,0
13836,0
13837,0
13838,1
13839,0
13840,1
13841,0
13842,0
13843,1
13844,0
13845,1
13846,0
13847,0
13848,0
13849,1
13850,0
13851,0
13852,0
13853,1
13854,0
13855,1
13856,0
13857,0
13858,0
13859,0
13860,1
13861,0
13862,0
13863,0
13864,1
13865,1
13866,1
13867,1
13868,1
13869,0
13870,1
13871,0
13872,1
13873,1
13874,1
13875,1
13876,0
13877,0
13878,1
13879,0
13880,0
13881,0
13882,0
13883,0
13884,1
13885,1
13886,0
13887,0
13888,0
13889,0
13890,1
13891,1
13892,0
13893,0
13894,1
13895,1
13896,0
13897,0
13898,0
13899,0
13900,1
13901,1
13902,0
13903,0
13904,1
13905,1
13906,0
13907,0
13908,0
13909,0
13910,0
13911,1
13912,1
13913,0
13914,1
13915,0
13916,0
13917,0
13918,1
13919,1
13920,0
13921,1
13922,0
13923,0
13924,0
13925,0
13926,0
13927,0
13928,1
13929,1
13930,0
13931,0
13932,0
13933,1
13934,1
13935,0
13936,1
13937,1
13938,0
13939,1
13940,1
13941,1
13942,1
13943,0
13944,0
13945,1
13946,0
13947,0
13948,0
13949,1
13950,0
13951,1
13952,0
13953,1
13954,0
13955,1
13956,0
13957,0
13958,0
13959,0
13960,0
13961,0
13962,0
13963,0
13964,1
13965,1
13966,1
13967,0
13968,1
13969,1
13970,1
13971,0
13972,0
13973,0
13974,0
13975,0
13976,0
13977,0
13978,0
13979,1
13980,0
13981,0
13982,0
13983,1
13984,1
13985,0
13986,1
13987,1
13988,0
13989,0
13990,1
13991,1
13992,0
13993,0
13994,0
13995,0
13996,0
13997,0
13998,0
13999,0
14000,1
14001,0
14002,0
14003,0
14004,0
14005,0
14006,1
14007,1
14008,0
14009,0
14010,1
14011,1
14012,0
14013,0
14014,1
14015,1
14016,0
14017,1
14018,1
14019,0
14020,1
14021,1
14022,1
14023,0
14024,0
14025,1
14026,0
14027,0
14028,1
14029,0
14030,1
14031,0
14032,0
14033,0
14034,0
14035,0
14036,1
14037,0
14038,0
14039,0
14040,0
14041,1
14042,0
14043,0
14044,0
14045,1
14046,0
14047,1
14048,0
14049,0
14050,1
14051,1
14052,1
14053,1
14054,1
14055,1
14056,1
14057,0
14058,0
14059,0
14060,0
14061,1
14062,1
14063,0
14064,0
14065,0
14066,1
14067,1
14068,0
14069,0
14070,0
14071,1
14072,0
14073,0
14074,0
14075,0
14076,0
14077,0
14078,0
14079,1
14080,0
14081,0
14082,1
14083,1
14084,0
14085,0
14086,0
14087,0
14088,1
14089,1
14090,1
14091,1
14092,0
14093,1
14094,1
14095,1
14096,0
14097,0
14098,0
14099,1
14100,0
14101,0
14102,0
14103,1
14104,0
14105,1
14106,1
14107,0
14108,0
14109,0
14110,0
14111,0
14112,1
14113,0
14114,0
14115,0
14116,0
14117,0
14118,0
14119,0
14120,1
14121,0
14122,1
14123,0
14124,1
14125,0
14126,0
14127,1
14128,1
14129,0
14130,1
14131,0
14132,0
14133,1
14134,0
14135,1
14136,0
14137,1
14138,0
14139,1
14140,0
14141,0
14142,1
14143,0
14144,1
14145,0
14146,0
14147,0
14148,0
14149,1
14150,0
14151,0
14152,0
14153,0
14154,0
14155,0
14156,1
14157,0
14158,0
14159,0
14160,0
14161,0
14162,1
14163,0
14164,0
14165,1
14166,0
14167,0
14168,1
14169,0
14170,1
14171,0
14172,0
14173,0
14174,0
14175,1
14176,0
14177,0
14178,1
14179,1
14180,0
14181,0
14182,1
14183,1
14184,0
14185,0
14186,0
14187,0
14188,0
14189,0
14190,1
14191,1
14192,0
14193,0
14194,0
14195,0
14196,0
14197,0
14198,1
14199,1
14200,0
14201,0
14202,1
14203,0
14204,1
14205,1
14206,0
14207,0
14208,0
14209,0
14210,0
14211,0
14212,0
14213,1
14214,1
14215,0
14216,1
14217,1
14218,0
14219,1
14220,1
14221,1
14222,1
14223,1
